"postcode sector","All usual residents aged 3 and over","English (English or Welsh if in Wales)","Welsh/Cymraeg (in England only)","Other UK language: Total","Other UK language: Gaelic (Irish)","Other UK language: Gaelic (Scottish)","Other UK language: Manx Gaelic","Other UK language: Gaelic (Not otherwise specified)","Other UK language: Cornish","Other UK language: Scots","Other UK language: Gypsy/Traveller languages","French","Portuguese","Spanish","Other European Language (EU): Total","Other European Language (EU): Italian","Other European Language (EU): German","Other European Language (EU): Polish","Other European Language (EU): Slovak","Other European Language (EU): Czech","Other European Language (EU): Romanian","Other European Language (EU): Lithuanian","Other European Language (EU): Latvian","Other European Language (EU): Hungarian","Other European Language (EU): Bulgarian","Other European Language (EU): Greek","Other European Language (EU): Dutch","Other European Language (EU): Swedish","Other European Language (EU): Danish","Other European Language (EU): Finnish","Other European Language (EU): Estonian","Other European Language (EU): Slovenian","Other European Language (EU): Maltese","Other European Language (EU): Any other European Language (EU)","Other European Language (non EU): Total","Other European Language (non EU): Albanian","Other European Language (non EU): Serbian/Croatian/Bosnian","Other European Language (non EU): Ukrainian","Other European Language (non EU): Any other Eastern European Language (non EU)","Other European Language (non EU): Northern European Language (non EU)","Other European Language (non-national): Total","Other European Language (non-national): Romani language (any)","Other European Language (non-national): Yiddish","Russian","Turkish","Arabic","West/Central Asian Language: Total","West/Central Asian Language: Hebrew","West/Central Asian Language: Kurdish","West/Central Asian Language: Persian/Farsi","West/Central Asian Language: Pashto","West/Central Asian Language: West/Central Asian Language (all other)","South Asian Language: Total","South Asian Language: Urdu","South Asian Language: Hindi","South Asian Language: Panjabi","South Asian Language: Pakistani Pahari (with Mirpuri and Potwari)","South Asian Language: Bengali (with Sylheti and Chatgaya)","South Asian Language: Gujarati","South Asian Language: Marathi","South Asian Language: Telugu","South Asian Language: Tamil","South Asian Language: Malayalam","South Asian Language: Sinhala","South Asian Language: Nepalese","South Asian Language: South Asian Language (all other)","East Asian Language: Total","East Asian Language: Mandarin Chinese","East Asian Language: Cantonese Chinese","East Asian Language: All other Chinese","East Asian Language: Japanese","East Asian Language: Korean","East Asian Language: Vietnamese","East Asian Language: Thai","East Asian Language: Malay","East Asian Language: Tagalog/Filipino","East Asian Language: East Asian Language (all other)","Oceanic/Australian language (any)","North/South American language (any)","Caribbean Creole: Total","Caribbean Creole: Caribbean Creole (English-based)","Caribbean Creole: Caribbean Creole (all other)","African Language: Total","African Language: Amharic","African Language: Tigrinya","African Language: Somali","African Language: Krio","African Language: Akan","African Language: Yoruba","African Language: Igbo","African Language: Swahili/Kiswahili","African Language: Luganda","African Language: Lingala","African Language: Shona","African Language: Afrikaans","African Language: Any other Nigerian language","African Language: West African language (all other)","African Language: African language (all other)","Other Languages: Total","Other Languages: All other languages","Sign Language: Total","Sign Language: British sign language","Sign Language: Sign Language (all other)","Sign Language: Any Sign Communication System"

"DH5  0",6890,6849,0,0,0,0,0,0,0,0,0,0,1,3,15,2,1,11,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,3,1,0,2,0,0,0,0,0,0,0,0,0,0,11,3,2,6,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0
"DH5  8",5647,5594,0,0,0,0,0,0,0,0,0,0,1,0,23,1,1,19,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,4,2,0,1,0,1,0,0,0,4,1,0,3,0,0,0,0,0,0,0,0,0,0,7,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0,0,0,0,0,0,0,0,0,1,0,0,0,4,3,3,1,1,0,0
"DH5  9",6352,6311,0,0,0,0,0,0,0,0,0,1,0,1,18,1,4,4,1,0,5,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,9,0,0,5,0,1,0,0,0,0,3,0,0,0,6,0,0,4,0,0,0,0,0,2,0,0,0,0,0,0,3,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2,1,0,1
"DH6  1",6554,6489,0,0,0,0,0,0,0,0,0,3,0,0,34,3,5,11,0,0,2,0,0,0,0,9,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,2,2,3,1,0,0,1,0,0,6,0,0,2,0,0,0,0,0,2,2,0,0,0,7,0,0,1,1,0,0,1,0,2,2,0,0,0,0,0,3,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,4,4,0,0
"DH6  2",8842,8779,0,0,0,0,0,0,0,0,0,0,0,0,22,0,5,12,0,0,2,2,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,6,3,2,0,0,2,0,0,18,7,0,7,0,0,0,0,0,0,2,0,0,2,9,0,3,3,1,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0
"DH6  3",5381,5324,0,0,0,0,0,0,0,0,0,8,4,0,17,0,1,12,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,7,0,0,6,0,0,0,0,0,0,0,0,0,1,16,0,8,4,1,0,0,2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"DH6  4",6799,6737,1,0,0,0,0,0,0,0,0,1,0,4,22,2,1,9,0,3,1,2,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,9,0,0,0,0,0,0,8,0,0,4,0,0,0,0,1,0,0,0,0,3,14,0,4,4,0,0,0,4,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DH6  5",4593,4413,0,0,0,0,0,0,0,0,0,9,0,3,59,5,8,37,0,1,1,2,0,0,0,1,2,0,0,0,0,0,0,2,1,0,0,0,0,1,0,0,0,1,2,25,5,0,3,2,0,0,16,7,0,1,0,0,0,0,3,5,0,0,0,0,58,1,1,13,0,0,0,3,35,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
"DH7  0",5505,5461,0,0,0,0,0,0,0,0,0,1,0,2,21,2,6,8,0,0,0,0,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,2,0,0,2,0,0,4,1,3,0,0,0,0,0,0,0,0,0,0,0,8,0,0,4,0,0,0,0,1,3,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,1,0
"DH7  6",8141,8052,0,0,0,0,0,0,0,0,0,3,5,3,26,1,2,18,0,0,0,1,0,2,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,2,0,5,3,0,0,3,0,0,15,0,1,8,0,2,0,0,1,0,2,0,0,1,24,1,5,7,2,2,1,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1
"DH7  7",7624,7522,0,0,0,0,0,0,0,0,0,5,1,3,45,9,13,13,1,2,0,0,0,1,0,3,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,0,9,1,0,0,1,0,0,6,0,0,1,0,0,3,0,0,0,0,0,0,2,22,3,2,11,0,0,0,1,0,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,4,0,0
"DH7  8",9654,9523,0,0,0,0,0,0,0,0,0,4,1,3,46,1,7,19,2,0,1,2,0,0,1,3,7,0,2,1,0,0,0,0,6,1,0,4,0,1,0,0,0,5,1,16,8,0,0,8,0,0,13,0,0,5,0,0,0,0,6,1,1,0,0,0,22,0,0,9,4,0,1,3,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,4,3,0,1
"DH7  9",9115,9053,0,1,0,0,0,0,0,1,0,2,0,2,30,4,6,11,0,0,0,0,0,1,2,1,3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,6,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,2,0,0,0,0,7,1,2,2,0,0,0,1,0,1,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,5,5,0,0
"DH8  0",6606,6554,2,0,0,0,0,0,0,0,0,2,0,5,24,0,0,14,0,1,3,0,0,0,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,9,2,2,0,0,1,0,0,0,4,0,0,0,0,5,0,0,3,0,0,0,1,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0
"DH8  5",6063,5888,0,0,0,0,0,0,0,0,0,3,1,1,134,0,0,125,1,4,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,4,0,0,4,0,0,4,0,1,3,0,0,0,0,0,0,0,0,0,0,18,0,0,3,0,0,0,5,6,4,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,1,1,0,0
"DH8  6",6697,6513,1,0,0,0,0,0,0,0,0,5,2,1,142,1,1,132,0,2,0,2,0,0,1,0,3,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,5,3,2,5,0,2,3,0,0,5,0,0,0,0,0,0,0,0,0,1,0,0,4,8,0,2,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,0,0,2
"DH8  7",8674,8447,0,0,0,0,0,0,0,0,0,4,2,0,175,0,4,162,0,1,2,1,0,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,2,0,0,2,0,0,16,2,0,8,0,2,0,0,3,0,0,0,0,1,24,4,8,9,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
"DH8  8",6332,6201,0,0,0,0,0,0,0,0,0,2,1,0,101,5,5,87,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,1,2,0,5,0,0,4,0,1,6,2,0,2,0,1,0,0,0,0,1,0,0,0,8,0,0,0,1,0,0,1,1,4,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,2,0,0
"DH8  9",2778,2757,0,0,0,0,0,0,0,0,0,0,0,2,14,0,2,10,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DH9  0",4586,4542,0,0,0,0,0,0,0,0,0,1,1,2,17,1,3,12,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2,0,0,0,0,0,0,2,0,0,1,0,0,0,0,1,0,0,0,0,0,12,0,2,2,1,0,0,1,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
"DH9  6",9811,9754,0,0,0,0,0,0,0,0,0,0,2,1,31,2,6,12,2,0,0,2,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,2,0,1,1,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,9,1,3,4,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,4,4,0,0
"DH9  7",7656,7620,0,0,0,0,0,0,0,0,0,1,0,0,16,0,3,11,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,2,0,0,3,2,0,0,0,1,0,0,0,0,0,0,0,0,10,0,0,8,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
"DH9  8",6582,6521,0,0,0,0,0,0,0,0,0,1,0,1,17,0,0,5,0,0,0,1,0,3,4,1,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,21,0,0,11,0,6,0,0,0,0,0,0,0,4,12,1,0,4,0,0,0,2,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,1
"DH9  9",6610,6565,0,0,0,0,0,0,0,0,0,1,0,0,25,4,3,14,0,0,0,1,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,3,0,1,2,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4,4,0,0
"DL1  1",4828,4665,0,0,0,0,0,0,0,0,0,1,1,5,89,1,6,56,0,5,11,7,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,7,0,1,4,2,0,28,0,0,10,0,2,1,0,0,3,2,0,10,0,22,0,2,5,0,0,2,6,1,5,1,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,2,0,0,0,3,1,1,2,1,1,0
"DL1  2",11528,11289,2,2,0,0,0,0,0,2,0,1,1,1,116,1,4,82,2,3,12,9,0,1,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,3,4,8,12,0,11,0,0,1,47,1,0,13,0,21,2,1,0,0,3,0,6,0,29,1,2,10,0,0,2,4,6,4,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,8,7,1,0
"DL1  3",8342,8235,0,1,0,1,0,0,0,0,0,1,2,2,49,2,1,39,0,0,2,1,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,1,1,8,0,1,4,3,0,13,0,2,3,0,2,0,0,0,6,0,0,0,0,19,0,1,13,1,0,0,4,0,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,1,2,0
"DL1  4",13602,13042,0,0,0,0,0,0,0,0,0,5,0,3,354,7,11,276,5,19,23,8,1,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,5,6,6,0,4,2,0,0,83,3,4,38,0,19,2,0,1,0,0,0,15,1,78,5,12,26,0,1,2,3,1,27,1,0,0,0,0,0,6,0,1,0,0,0,0,0,0,0,0,1,0,0,0,4,4,4,7,7,0,0
"DL1  5",6190,5975,0,0,0,0,0,0,0,0,0,1,0,1,124,3,1,77,2,3,13,11,2,4,6,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,4,0,6,4,0,4,0,0,0,38,4,2,8,0,9,0,0,2,2,0,0,11,0,31,2,2,20,0,1,0,3,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,2,1,0,1
"DL10 4",5077,5009,0,0,0,0,0,0,0,0,0,1,1,0,32,3,4,11,1,0,1,0,0,4,5,1,1,1,0,0,0,0,0,0,2,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,15,3,0,0,0,1,0,3,1,0,2,0,3,2,12,0,3,0,2,0,0,2,0,5,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DL10 5",3338,3309,0,0,0,0,0,0,0,0,0,4,0,1,14,0,3,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,4,0,3,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0
"DL10 6",2793,2757,1,0,0,0,0,0,0,0,0,2,1,1,7,1,1,2,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,9,1,0,1,0,0,0,8,0,2,0,0,0,0,0,0,0,0,0,6,0,2,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DL10 7",6693,6569,0,1,0,0,0,1,0,0,0,3,2,2,42,1,13,24,0,0,0,0,0,0,1,0,2,0,0,0,0,0,1,0,3,0,0,2,1,0,0,0,0,0,0,2,0,0,0,0,0,0,43,0,0,2,0,0,0,0,0,2,4,0,35,0,4,0,2,1,0,0,0,1,0,0,0,10,0,1,1,0,9,0,0,0,0,0,0,0,0,0,0,0,1,0,1,7,1,1,1,0,0,1
"DL11 6",1992,1954,0,0,0,0,0,0,0,0,0,0,1,2,23,0,2,14,1,0,0,0,0,2,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
"DL11 7",3222,3193,0,0,0,0,0,0,0,0,0,4,0,0,11,0,1,6,0,1,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,5,0,6,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
"DL12 0",2423,2415,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"DL12 8",6640,6552,0,1,0,0,0,0,0,1,0,0,1,1,39,2,16,4,0,2,6,6,1,0,0,0,0,0,0,0,2,0,0,0,4,1,0,0,0,3,0,0,0,3,0,0,1,0,0,1,0,0,9,0,3,2,0,0,2,2,0,0,0,0,0,0,28,0,13,8,1,0,0,1,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
"DL12 9",3056,3030,0,0,0,0,0,0,0,0,0,0,0,0,19,0,5,8,0,0,2,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"DL13 1",1450,1437,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
"DL13 2",3035,3022,0,1,0,0,0,0,0,1,0,1,0,1,6,0,2,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
"DL13 3",3028,3016,0,0,0,0,0,0,0,0,0,1,0,0,5,0,2,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,5,0,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DL13 4",3044,3032,0,0,0,0,0,0,0,0,0,1,0,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,2,0,0,0,2,0,0,0,0,0,0,0,3,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DL13 5",3218,3205,0,0,0,0,0,0,0,0,0,1,0,2,4,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
"DL14 0",6128,6099,0,0,0,0,0,0,0,0,0,6,1,0,11,0,3,3,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,5,0,0,0,0,1,0,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0
"DL14 6",11134,10994,0,4,0,0,0,0,0,4,0,5,2,3,61,1,5,40,12,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,6,2,0,1,0,0,1,32,4,1,6,0,6,0,0,0,3,12,0,0,0,15,1,0,5,0,0,1,3,4,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,3,2,0,1
"DL14 7",4519,4472,0,0,0,0,0,0,0,0,0,1,0,1,26,3,3,12,0,0,2,0,0,0,0,0,2,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,4,0,1,3,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,9,0,0,7,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0
"DL14 8",6561,6504,0,1,0,0,0,0,0,1,0,1,2,0,30,1,3,19,0,0,0,1,0,0,0,1,2,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,2,0,0,2,0,0,7,0,0,4,0,0,0,0,2,0,1,0,0,0,6,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,2,1,1,0,0
"DL14 9",7383,7241,1,0,0,0,0,0,0,0,0,2,3,3,96,0,10,63,14,1,3,0,0,1,0,0,1,0,3,0,0,0,0,0,2,0,0,0,2,0,0,0,0,2,1,2,1,0,0,1,0,0,9,2,0,3,0,1,0,0,0,3,0,0,0,0,15,6,0,0,1,0,0,2,0,6,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,2,2,0,0
"DL15 0",8423,8367,2,1,0,0,0,0,0,1,0,2,2,0,15,0,0,12,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,2,2,3,3,0,0,3,0,0,5,0,0,0,0,1,0,0,0,1,3,0,0,0,11,0,2,2,0,0,0,0,1,6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,5,2,0,3
"DL15 8",5107,5077,0,0,0,0,0,0,0,0,0,2,1,2,10,1,2,3,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,7,0,0,4,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DL15 9",8134,8068,1,0,0,0,0,0,0,0,0,4,3,0,36,0,0,27,1,0,3,0,0,0,0,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,1,2,0,0,3,0,0,1,0,2,0,0,0,0,0,0,0,0,12,3,4,3,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0
"DL16 6",10839,10793,0,1,0,0,0,0,0,1,0,1,3,0,20,0,3,6,2,0,1,0,0,2,1,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,3,0,0,0,0,0,0,6,2,0,2,0,0,1,0,1,0,0,0,0,0,5,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,0,0
"DL16 7",8268,8217,0,0,0,0,0,0,0,0,0,2,0,3,23,1,3,8,0,0,3,0,0,5,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,1,0,1,0,0,0,4,0,0,2,0,2,0,0,0,0,0,0,0,0,14,0,6,6,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DL17 0",4773,4747,0,0,0,0,0,0,0,0,0,4,0,2,3,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,4,2,0,0,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0
"DL17 8",8642,8584,0,1,1,0,0,0,0,0,0,2,0,0,28,1,4,13,3,3,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,7,0,0,1,0,5,0,0,0,0,0,0,0,1,11,0,0,4,0,0,0,6,0,1,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,3,1,0,2
"DL17 9",3647,3608,0,0,0,0,0,0,0,0,0,0,0,5,22,1,3,12,0,0,0,1,0,0,1,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,1,1,0,0,0,0,0,1,0,0,0,0,6,0,2,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1
"DL2  1",5675,5619,0,0,0,0,0,0,0,0,0,1,2,1,9,0,2,0,0,3,1,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,0,1,0,0,2,12,0,4,5,0,2,0,0,0,0,1,0,0,0,16,0,5,3,0,0,0,0,0,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,2,0,1
